I,Ticker,Name,Sector,Industry,Avg Hold Period(days),BUY Range,SELL Range,Price Movement,last Price,Total Profit,Avg Volume,Volume Indicator,Beta Risk
*_,SMWH.L,WH Smith PLC,Consumer Cyclical,Specialty Retail,1.50,1063.00 - 1088.00,1090.00 - 1107.00,27.00 - 44.00,1054.00,184.00,248325,4,1.472
@_,SN.L,Smith & Nephew plc,Healthcare,Medical Devices,2.50,1101.00 - 1102.50,1122.72 - 1156.50,21.72 - 55.50,1124.50,302.88,1320616,6,0.625
@_,SNR.L,Senior plc,Industrials,Aerospace & Defense,1.33,177.80 - 186.00,185.40 - 188.00,7.60 - 10.20,184.40,329.60,399381,4,1.205
@_,SNT.L,Sabien Technology Group Plc,Industrials,Specialty Industrial Machinery,1.50,7.03 - 7.05,7.75 - 7.75,0.72 - 0.72,7.75,1008.22,20646,2,0.514
*_,SNWS.L,Smiths News plc,Communication Services,Publishing,0.60,55.98 - 58.00,57.00 - 59.40,1.02 - 3.42,56.00,477.48,280065,4,0.387
@_,SNX.L,Synectics plc,Industrials,Security & Protection Services,0.20,316.70 - 325.56,329.48 - 341.00,12.78 - 24.30,335.00,773.55,78184,3,0.621
*_,SOHO.L,Social Housing REIT plc,Real Estate,REIT Residential,1.00,71.10 - 71.10,72.20 - 72.20,1.10 - 1.10,70.00,77.00,732682,5,UNKNOWN
@_,SOI.L,Schroder Oriental Income Ord,Financial Services,Asset Management,7.00,289.50 - 289.50,298.50 - 298.50,9.00 - 9.00,298.50,153.00,283048,4,UNKNOWN
@_,SOLG.L,SolGold Plc,Basic Materials,Other Industrial Metals & Mining,1.00,6.80 - 6.90,6.96 - 7.10,0.16 - 0.30,6.96,380.62,3953165,6,1.257
*_,SOLI.L,Solid State plc,Technology,Electronic Components,0.80,180.16 - 203.00,182.90 - 210.00,2.74 - 29.84,186.00,505.41,114420,3,0.719
*_,SOM.L,Somero Enterprises  Inc.,Industrials,Farm & Heavy Construction Machinery,1.50,201.02 - 230.00,225.00 - 327.50,23.98 - 126.48,225.00,2623.02,106008,3,0.628
*_,SORT.L,Sorted Group Holdings Plc,Technology,Software Application,0.00,20.00 - 20.00,21.00 - 21.00,1.00 - 1.00,18.50,500.00,1556,1,0.062
*_,SOS.L,Sosandar Plc,Consumer Cyclical,Internet Retail,0.14,8.00 - 8.16,8.20 - 8.27,0.20 - 0.27,8.00,682.61,181301,3,1.558
@_,SOU.L,Sound Energy plc,Energy,Oil & Gas E&P,0.00,0.60 - 0.60,0.68 - 0.74,0.07 - 0.14,0.68,3666.52,1365377,6,1.195
*_,SOUC.L,Southern Energy Corp.,Energy,Oil & Gas E&P,2.00,2.80 - 3.15,3.00 - 3.30,0.20 - 0.50,3.00,1027.55,59658,3,0.678
*_,SPA.L,1Spatial Plc,Technology,Software Application,1.50,46.00 - 46.01,46.65 - 46.74,0.65 - 0.74,43.50,149.04,347389,4,0.065
*_,SPDI.L,Secure Property Development & Investment Plc,Real Estate,Real Estate Services,1.25,3.75 - 6.15,4.00 - 7.00,0.25 - 3.25,5.50,5374.05,80973,3,0.108
*_,SPEC.L,INSPECS Group plc,Healthcare,Medical Instruments & Supplies,0.00,48.55 - 49.00,49.60 - 51.00,1.05 - 2.45,46.50,533.46,63042,3,2.187
*_,SPI.L,Spire Healthcare Group plc,Healthcare,Medical Care Facilities,0.67,221.13 - 224.56,224.00 - 229.00,2.87 - 7.87,222.25,248.82,747106,5,0.663
@_,SPR.L,Springfield Properties Plc,Consumer Cyclical,Residential Construction,0.50,97.32 - 101.82,102.00 - 104.28,4.68 - 6.96,100.50,672.72,81883,3,1.11
@_,SPSY.L,Spectra Systems Corporation,Technology,Software Application,2.00,221.00 - 225.36,225.60 - 229.99,4.60 - 8.99,226.00,313.06,69386,3,-0.079
@_,SPT.L,Spirent Communications plc,Technology,Software Infrastructure,7.00,191.60 - 191.60,194.40 - 194.40,2.80 - 2.80,193.00,72.80,1305804,6,0.514
@_,SQZ.L,Serica Energy plc,Energy,Oil & Gas E&P,2.00,157.53 - 166.20,162.20 - 170.40,4.67 - 12.87,169.60,587.37,1461119,6,0.013
@_,SRAD.L,Stelrad Group PLC,Industrials,Building Products & Equipment,0.00,161.00 - 169.00,166.69 - 175.24,5.69 - 14.24,175.50,737.66,104847,3,0.313
@_,SRB.L,Serabi Gold plc,Basic Materials,Gold,0.43,165.10 - 181.00,167.68 - 188.55,2.58 - 23.45,190.00,963.75,286048,4,0.574
@_,SRC.L,SigmaRoc plc,Basic Materials,Building Materials,2.00,105.20 - 114.00,114.55 - 115.20,9.35 - 10.00,114.00,491.05,3793528,6,1.201
@_,SRE.L,Sirius Real Estate Limited,Real Estate,Real Estate Services,0.50,92.45 - 94.80,94.40 - 96.60,1.95 - 4.15,95.00,198.90,3524418,6,1.18
@_,SRP.L,Serco Group plc,Industrials,Specialty Business Services,1.50,201.60 - 209.20,206.80 - 211.52,5.20 - 9.92,212.00,341.36,1442812,6,0.231
@_,SRT.L,SRT Marine Systems plc,Technology,Scientific & Technical Instruments,1.67,74.00 - 74.51,75.35 - 85.74,1.35 - 11.74,82.10,935.99,262348,4,0.703
@_,SSE.L,SSE plc,Utilities,Utilities Diversified,1.50,1809.00 - 1858.50,1874.00 - 1892.50,65.00 - 83.50,1829.00,198.00,2479702,6,0.581
@_,SSIT.L,Seraphim Space Investment Trust Ord,Financial Services,Asset Management,2.00,76.80 - 76.80,79.40 - 79.40,2.60 - 2.60,79.40,169.00,748999,5,UNKNOWN
@_,SSON.L,Smithson Investment Trust Ord,Financial Services,Asset Management,3.00,1520.00 - 1520.00,1550.00 - 1550.00,30.00 - 30.00,1532.00,90.00,347815,4,UNKNOWN
*_,SSPG.L,SSP Group plc,Consumer Cyclical,Restaurants,1.67,184.80 - 185.50,187.60 - 188.80,2.80 - 4.00,172.48,222.40,1736260,6,1.737
@_,SST.L,Scottish Oriental Smaller Cos Ord,Financial Services,Asset Management,7.00,294.00 - 294.00,300.50 - 300.50,6.50 - 6.50,302.00,110.50,134177,3,UNKNOWN
@_,SSTY.L,Safestay plc,Consumer Cyclical,Lodging,0.25,23.21 - 23.35,24.50 - 24.50,1.29 - 1.29,24.50,1015.65,34026,2,0.653
@_,STAF.L,Staffline Group PLC,Industrials,Staffing & Employment Services,1.25,46.71 - 47.40,47.91 - 48.60,1.20 - 1.89,47.60,528.65,137485,3,1.051
@_,STAN.L,Standard Chartered PLC,Financial Services,Banks Diversified,1.50,1187.50 - 1241.00,1216.50 - 1292.50,29.00 - 105.00,1279.50,488.52,5211036,7,0.685
*_,STAR.L,Star Energy Group Plc,Energy,Oil & Gas E&P,0.43,6.84 - 7.80,7.19 - 8.23,0.35 - 1.39,7.55,1856.09,123943,3,-0.554
@_,STB.L,Secure Trust Bank PLC,Financial Services,Banks Regional,1.33,834.00 - 860.64,864.00 - 952.21,30.00 - 118.21,952.00,666.45,151655,3,0.88
@_,STCM.L,Steppe Cement Ltd.,Basic Materials,Building Materials,1.25,15.41 - 16.00,15.90 - 16.90,0.49 - 1.49,16.00,1075.92,89923,3,0.721
@_,STEM.L,SThree plc,Industrials,Staffing & Employment Services,3.00,234.50 - 234.50,252.24 - 252.24,17.74 - 17.74,253.00,372.54,774051,5,0.699
@_,STJ.L,St. James's Place plc,Financial Services,Asset Management,1.50,1157.50 - 1210.00,1183.50 - 1222.50,26.00 - 65.00,1223.50,398.00,1568973,6,1.081
@_,STVG.L,STV Group plc,Communication Services,Broadcasting,1.25,178.50 - 194.00,188.50 - 198.00,10.00 - 19.50,194.08,729.50,173553,3,-0.042
@_,STX.L,Shield Therapeutics plc,Healthcare,Drug Manufacturers Specialty & Generic,0.11,2.70 - 3.10,2.84 - 3.40,0.14 - 0.70,3.40,3161.87,755232,5,1.298
@_,SUN.L,Surgical Innovations Group plc,Healthcare,Medical Devices,1.00,0.67 - 0.67,0.72 - 0.72,0.05 - 0.05,0.70,372.50,537717,5,0.292
*_,SUP.L,Supreme Plc,Industrials,Conglomerates,0.00,180.57 - 182.50,184.75 - 185.00,4.18 - 4.43,176.50,180.36,246252,4,1.069
*_,SUS.L,S&U plc,Financial Services,Credit Services,1.50,1729.52 - 1816.92,1780.00 - 1855.00,50.48 - 125.48,1750.00,347.12,8343,1,0.466
@_,SVML.L,Sovereign Metals Limited,Basic Materials,Other Industrial Metals & Mining,1.00,32.10 - 34.15,32.75 - 34.90,0.65 - 2.80,34.50,698.03,204235,4,0.583
@_,SVNS.L,Solvonis Therapeutics plc,Industrials,Specialty Industrial Machinery,2.00,0.27 - 0.28,0.31 - 0.35,0.04 - 0.08,0.33,2045.18,152144261,10,1.536
*_,SVS.L,Savills plc,Real Estate,Real Estate Services,0.50,938.97 - 949.00,953.00 - 963.00,14.03 - 24.03,948.00,140.15,245171,4,1.158
*_,SWEF.L,Starwood European Real Estate Finance,Financial Services,Asset Management,4.00,87.00 - 87.00,88.00 - 88.00,1.00 - 1.00,86.50,57.00,UNKNOWN,0,UNKNOWN
*_,SWG.L,Shearwater Group plc,Technology,Software Infrastructure,1.50,46.00 - 63.25,48.00 - 64.30,2.00 - 18.30,61.22,2306.55,143414,3,0.758
@_,SWR.L,Smurfit Westrock Plc,Consumer Cyclical,Packaging & Containers,1.67,3369.00 - 3437.00,3464.00 - 3504.00,95.00 - 135.00,3478.00,250.00,208149,4,1.017
*_,SYM.L,Symphony Environmental Technologies plc,Consumer Cyclical,Packaging & Containers,0.00,11.65 - 12.50,12.25 - 12.98,0.60 - 1.33,12.00,2530.81,390375,4,0.616
@_,SYNC.L,Syncona Ord,Financial Services,Asset Management,7.00,93.70 - 93.70,96.40 - 96.40,2.70 - 2.70,96.40,143.10,UNKNOWN,0,UNKNOWN
@_,SYNT.L,Synthomer plc,Basic Materials,Specialty Chemicals,0.80,93.50 - 97.17,95.67 - 99.20,2.17 - 5.70,97.96,699.77,387310,4,1.927
@_,SYS.L,SysGroup plc,Technology,Software Infrastructure,0.00,20.15 - 20.20,20.50 - 20.50,0.35 - 0.35,20.50,160.90,7534,1,0.386
*_,SYS1.L,System1 Group PLC,Communication Services,Advertising Agencies,0.50,363.67 - 445.00,398.00 - 458.00,34.33 - 94.33,405.00,1505.37,43356,2,1.312
*_,TAM.L,Tatton Asset Management plc,Financial Services,Asset Management,0.50,676.00 - 696.08,689.47 - 710.00,13.47 - 34.00,696.00,636.58,133053,3,0.695
@_,TAN.L,Tanfield Group PLC,Financial Services,Asset Management,0.00,4.70 - 4.80,4.90 - 4.90,0.20 - 0.20,4.90,420.80,25778,2,0.477
@_,TAO.L,UNKNOWN,UNKNOWN,UNKNOWN,0.00,5.91 - 5.91,7.00 - 7.00,1.09 - 1.09,6.98,922.14,9954526,7,UNKNOWN
*_,TATE.L,Tate & Lyle plc,Consumer Defensive,Packaged Foods,1.00,539.00 - 539.00,551.50 - 551.50,12.50 - 12.50,518.50,112.50,2288357,6,0.435
@_,TAVI.L,Tavistock Investments Plc,Financial Services,Capital Markets,0.80,4.10 - 4.40,4.47 - 4.50,0.37 - 0.40,4.35,1265.89,625888,5,-0.6
@_,TBCG.L,TBC Bank Group PLC,Financial Services,Banks Regional,1.25,4580.00 - 4830.00,4810.00 - 4915.00,230.00 - 335.00,4880.00,480.00,67819,3,0.764
@_,TBLD.L,tinyBuild  Inc.,Communication Services,Electronic Gaming & Multimedia,0.75,5.51 - 5.77,5.97 - 6.00,0.46 - 0.49,5.88,1052.04,316123,4,-0.639
@_,TCAP.L,TP ICAP Group PLC,Financial Services,Capital Markets,1.67,270.50 - 293.50,281.50 - 297.50,11.00 - 27.00,299.50,581.36,2496575,6,0.647
@_,TCF.L,Theracryf Plc,Healthcare,Biotechnology,0.00,0.23 - 0.24,0.25 - 0.28,0.02 - 0.05,0.25,1705.43,1034446,6,1.266
@_,TEAM.L,TEAM plc,Financial Services,Asset Management,0.67,30.51 - 32.09,32.85 - 33.50,2.34 - 2.99,31.50,833.97,39296,2,0.78
@_,TEK.L,Tekcapital plc,Financial Services,Asset Management,1.33,7.30 - 7.43,7.75 - 8.00,0.45 - 0.70,7.80,1008.80,475946,4,0.967
@_,TEM.L,Templeton Emerging Mkts Invmt Tr TEMIT,Financial Services,Asset Management,4.00,190.00 - 190.00,193.60 - 193.60,3.60 - 3.60,193.60,93.60,2934776,6,UNKNOWN
*_,TENG.L,Ten Lifestyle Group Plc,Consumer Cyclical,Travel Services,1.00,66.00 - 69.00,69.11 - 72.00,3.11 - 6.00,66.25,518.37,71354,3,0.845
@_,TEP.L,Telecom Plus Plc,Utilities,Utilities Diversified,1.33,1914.30 - 2010.00,1983.79 - 2035.00,69.48 - 120.70,1980.78,301.20,148363,3,0.527
@_,TERN.L,Tern Plc,Financial Services,Asset Management,0.43,1.20 - 1.27,1.30 - 1.32,0.10 - 0.11,1.22,1892.91,803376,5,-0.065
@_,TET.L,Treatt plc,Basic Materials,Specialty Chemicals,1.33,244.94 - 246.50,248.85 - 254.50,3.91 - 9.56,249.00,334.20,598656,5,0.722
@_,TFW.L,FW Thorpe Plc,Industrials,Electrical Equipment & Parts,0.50,330.00 - 334.93,337.00 - 347.00,7.00 - 17.00,340.00,1108.03,47407,2,0.392
@_,TGA.L,Thungela Resources Limited,Energy,Thermal Coal,1.00,353.50 - 357.50,361.36 - 396.00,7.86 - 42.50,403.50,1072.54,417988,4,-0.928
@_,TGP.L,Tekmar Group plc,Industrials,Engineering & Construction,1.50,5.62 - 6.05,5.89 - 6.50,0.26 - 0.88,6.25,1502.97,152690,3,2.229
*_,THG.L,THG Plc,Consumer Cyclical,Internet Retail,0.25,31.12 - 33.19,31.52 - 33.71,0.40 - 2.59,31.85,549.71,3715168,6,2.18
@_,THR.L,Thor Energy Plc,Basic Materials,Other Industrial Metals & Mining,0.33,0.45 - 0.49,0.50 - 0.55,0.05 - 0.10,0.55,3301.30,1160612,6,-0.42
@_,THRG.L,BlackRock Throgmorton Trust Ord,Financial Services,Asset Management,6.00,587.00 - 587.00,597.00 - 597.00,10.00 - 10.00,594.00,80.00,404355,4,UNKNOWN
*_,THRL.L,Target Healthcare REIT Ord,Real Estate,REIT Healthcare Facilities,3.00,101.00 - 101.00,102.60 - 102.60,1.60 - 1.60,99.30,78.40,894129,5,UNKNOWN
*_,THRU.L,Thruvision Group plc,Industrials,Security & Protection Services,0.43,1.17 - 1.70,1.25 - 1.73,0.08 - 0.56,1.30,2914.07,8554205,7,0.305
@_,THS.L,Tharisa plc,Basic Materials,Other Precious Metals & Mining,2.00,82.00 - 85.83,87.00 - 88.00,5.00 - 6.00,87.00,543.86,312595,4,0.966
@_,THX.L,Thor Explorations Ltd.,Basic Materials,Gold,1.50,40.30 - 40.50,41.90 - 41.95,1.60 - 1.65,40.45,376.80,438364,4,1.329
@_,TIDE.L,Crimson Tide plc,Technology,Software Application,0.00,60.77 - 63.10,63.50 - 65.00,2.73 - 4.23,65.00,373.96,31573,2,0.221
@_,TIG.L,Team Internet Group plc,Communication Services,Internet Content & Information,3.00,61.18 - 63.40,67.00 - 68.22,5.82 - 7.04,66.50,847.38,150779,3,0.732
*_,TIME.L,Time Finance plc,Financial Services,Credit Services,0.00,63.15 - 63.30,63.96 - 64.50,0.81 - 1.35,62.00,434.30,248670,4,1.2
@_,TKO.L,Taseko Mines Limited,Basic Materials,Copper,1.33,233.00 - 239.00,246.20 - 268.00,13.20 - 35.00,265.00,1114.20,27482,2,1.715
*_,TLW.L,Tullow Oil plc,Energy,Oil & Gas E&P,1.00,15.64 - 16.25,16.14 - 16.58,0.50 - 0.94,15.90,575.13,3110512,6,0.746
@_,TMG.L,The Mission Group plc,Communication Services,Advertising Agencies,0.00,24.04 - 24.80,24.99 - 25.40,0.95 - 1.36,25.70,979.00,57746,3,1.582
*_,TMI.L,Taylor Maritime Limited,Industrials,Marine Shipping,1.33,0.88 - 0.88,0.89 - 0.90,0.01 - 0.02,0.88,226.88,51400,3,0.425
*_,TMIP.L,Taylor Maritime Limited,Industrials,Marine Shipping,0.00,65.00 - 65.44,66.70 - 67.00,1.70 - 2.00,64.48,247.76,96456,3,0.425
*_,TMO.L,Time Out Group plc,Consumer Cyclical,Restaurants,0.50,17.00 - 18.00,17.20 - 19.00,0.20 - 2.00,17.00,335.80,48059,2,0.395
@_,TMPL.L,Temple Bar Ord,Financial Services,Asset Management,4.00,320.50 - 320.50,327.50 - 327.50,7.00 - 7.00,327.50,105.00,747826,5,UNKNOWN
*_,TMT.L,TMT Investments PLC,Financial Services,Asset Management,6.00,2.55 - 2.55,2.70 - 2.70,0.15 - 0.15,2.54,294.00,4373,1,1.417
*_,TND.L,Tandem Group plc,Consumer Cyclical,Leisure,0.57,195.00 - 211.57,199.00 - 218.00,4.00 - 23.00,211.00,1249.45,18944,2,1.171
@_,TON.L,Titon Holdings Plc,Industrials,Building Products & Equipment,2.00,84.00 - 90.00,92.95 - 94.50,8.95 - 10.50,90.00,940.55,9506,1,-0.021
@_,TOWN.L,Town Centre Securities Plc,Real Estate,REIT Diversified,1.50,124.50 - 125.70,139.00 - 139.00,14.50 - 14.50,139.00,1098.70,5409,1,1.021
*_,TPK.L,Travis Perkins plc,Industrials,Industrial Distribution,0.50,584.00 - 594.50,599.50 - 605.50,15.50 - 21.50,571.00,212.00,889356,5,1.349
@_,TPT.L,Topps Tiles Plc,Consumer Cyclical,Home Improvement Retail,0.44,36.20 - 38.95,37.50 - 39.80,1.30 - 3.60,39.90,1128.30,346177,4,1.16
@_,TPX.L,TPXimpact Holdings plc,Technology,Information Technology Services,1.20,21.00 - 25.00,24.10 - 26.00,3.10 - 5.00,24.50,1977.87,79249,3,1.87
@_,TRAC.L,t42 IoT Tracking Solutions PLC,Technology,Scientific & Technical Instruments,2.50,1.90 - 2.00,2.29 - 2.58,0.39 - 0.68,2.45,2510.49,576371,5,0.968
@_,TRB.L,Tribal Group plc,Technology,Software Application,0.12,42.00 - 43.00,43.50 - 44.41,1.50 - 2.41,43.50,1221.21,822112,5,0.174
@_,TRC.L,The Revel Collective Plc,Consumer Cyclical,Restaurants,0.00,0.21 - 0.21,0.25 - 0.25,0.04 - 0.05,0.25,9587.48,469949,4,2.159
*_,TRCS.L,Tracsis plc,Technology,Software Application,0.75,400.30 - 425.00,414.00 - 430.00,13.70 - 29.70,404.00,635.20,50925,3,0.645
@_,TRD.L,Triad Group plc,Technology,Information Technology Services,6.00,292.25 - 292.25,300.00 - 300.00,7.75 - 7.75,300.00,131.75,610,1,1.388
*_,TRI.L,Trifast plc,Industrials,Tools & Accessories,0.43,67.20 - 70.54,68.60 - 71.71,1.40 - 4.51,67.40,734.76,343487,4,0.763
*_,TRLS.L,Trellus Health plc,Healthcare,Health Information Services,0.40,0.50 - 0.63,0.60 - 0.79,0.10 - 0.29,0.60,5373.14,216792,4,2.255
*_,TRN.L,Trainline plc,Consumer Cyclical,Travel Services,1.00,277.80 - 278.60,280.80 - 285.20,3.00 - 7.40,276.20,163.20,581201,5,1.377
@_,TRST.L,Trustpilot Group plc,Technology,Software Application,0.43,227.60 - 248.00,231.00 - 252.80,3.40 - 25.20,250.40,662.09,1032132,6,0.907
@_,TRT.L,Transense Technologies plc,Consumer Cyclical,Auto Parts,8.00,157.50 - 157.50,160.00 - 160.00,2.50 - 2.50,157.50,77.50,2753,1,0.015
@_,TRU.L,TruFin plc,Financial Services,Credit Services,1.33,87.00 - 88.40,88.50 - 90.00,1.50 - 3.00,89.00,260.60,125166,3,0.581
*_,TRX.L,Tissue Regenix Group plc,Healthcare,Biotechnology,1.00,25.00 - 28.00,26.50 - 28.50,1.50 - 3.50,26.06,473.04,72614,3,0.928
@_,TSCO.L,Tesco PLC,Consumer Defensive,Grocery Stores,1.50,395.20 - 401.10,401.30 - 406.50,6.10 - 11.30,400.50,138.00,14545118,8,0.62
@_,TST.L,Touchstar plc,Technology,Computer Hardware,0.00,85.00 - 86.90,90.50 - 91.50,5.50 - 6.50,90.50,582.20,2350,1,0.798
@_,TSTL.L,Tristel plc,Healthcare,Medical Instruments & Supplies,0.50,397.00 - 420.00,430.00 - 430.00,33.00 - 33.00,415.00,506.00,119808,3,0.213
@_,TTE.L,TotalEnergies SE,Energy,Oil & Gas Integrated,0.60,52.00 - 53.40,55.58 - 90.90,3.58 - 38.90,54.98,4613.22,3780921,6,0.705
*_,TTG.L,TT Electronics plc,Technology,Electronic Components,0.67,105.64 - 107.30,107.72 - 114.40,2.08 - 8.76,107.20,489.04,263832,4,0.766
@_,TUN.L,Tungsten West PLC,Basic Materials,Other Industrial Metals & Mining,0.38,9.06 - 10.07,10.18 - 10.35,1.11 - 1.29,10.00,1931.80,1551124,6,-0.613
@_,TUNE.L,Focusrite plc,Consumer Cyclical,Leisure,0.00,161.00 - 162.52,165.00 - 174.00,4.00 - 13.00,178.69,1270.50,88270,3,0.576
*_,TW.L,Taylor Wimpey plc,Consumer Cyclical,Residential Construction,1.00,111.65 - 113.15,113.70 - 114.70,2.05 - 3.05,111.10,158.40,17595960,8,1.684
@_,TXP.L,Touchstone Exploration Inc.,Energy,Oil & Gas E&P,0.50,11.75 - 13.75,12.14 - 14.19,0.39 - 2.44,14.38,1930.83,2189743,6,0.454
*_,UJO.L,Union Jack Oil plc,Energy,Oil & Gas E&P,0.00,8.90 - 8.91,9.01 - 9.20,0.11 - 0.30,8.42,981.75,192168,3,0.444
@_,UKW.L,Greencoat UK Wind,Utilities,Utilities Renewable,2.00,121.30 - 121.30,123.40 - 123.40,2.10 - 2.10,123.40,86.10,2932515,6,UNKNOWN
@_,ULTP.L,Ultimate Products Plc,Consumer Cyclical,Furnishings  Fixtures & Appliances,0.44,54.60 - 59.73,56.25 - 62.68,1.65 - 8.08,59.80,1165.89,373651,4,0.791
@_,ULVR.L,Unilever PLC,Consumer Defensive,Household & Personal Products,2.50,4441.50 - 4451.82,4518.00 - 4524.00,76.50 - 82.50,4481.00,148.68,2125576,6,0.217
*_,UOG.L,United Oil & Gas Plc,Energy,Oil & Gas E&P,1.00,0.16 - 0.17,0.19 - 0.19,0.02 - 0.03,0.16,2131.53,29911176,8,1.22
*_,UPL.L,Upland Resources Limited,Energy,Oil & Gas E&P,1.00,1.12 - 1.15,1.17 - 1.25,0.05 - 0.12,1.12,1190.02,3551681,6,1.716
@_,UPR.L,Uniphar plc,Healthcare,Medical Distribution,1.25,312.62 - 318.00,317.00 - 329.75,4.38 - 17.12,325.00,363.60,33628,2,0.955
@_,URU.L,URU Metals Limited,Basic Materials,Other Industrial Metals & Mining,0.29,3.95 - 4.76,4.49 - 5.00,0.54 - 1.05,4.75,2892.80,540841,5,0.009
*_,UTG.L,Unite Group PLC,Real Estate,REIT Diversified,3.00,812.50 - 812.50,824.50 - 824.50,12.00 - 12.00,804.00,72.00,748188,5,1.127
@_,VAL.L,ValiRx plc,Healthcare,Biotechnology,0.14,0.52 - 0.57,0.59 - 0.64,0.07 - 0.12,0.60,3668.23,1891974,6,-0.471
@_,VALT.L,Valterra Platinum Limited,Basic Materials,Other Precious Metals & Mining,0.33,3310.00 - 3480.00,3360.00 - 3532.67,50.00 - 222.67,3490.00,578.58,344094,4,0.802
*_,VANL.L,Van Elle Holdings plc,Industrials,Engineering & Construction,0.14,40.95 - 43.99,42.00 - 45.00,1.05 - 4.05,41.00,881.28,176263,3,0.609
@_,VANQ.L,Vanquis Banking Group plc,Financial Services,Banks Regional,2.00,97.89 - 98.70,99.40 - 107.80,1.51 - 9.91,103.80,667.61,514209,5,1.482
@_,VARE.L,Various Eateries PLC,Consumer Cyclical,Restaurants,0.00,12.87 - 12.87,13.15 - 13.15,0.28 - 0.28,13.15,217.28,8672,1,0.112
@_,VAST.L,Vast Resources plc,Basic Materials,Other Industrial Metals & Mining,0.67,0.35 - 0.35,0.36 - 0.37,0.01 - 0.02,0.35,997.28,64629390,9,3.033
*_,VCP.L,Victoria PLC,Consumer Cyclical,Furnishings  Fixtures & Appliances,1.67,70.89 - 83.50,73.00 - 89.00,2.11 - 18.11,82.94,1595.00,362484,4,0.727
*_,VCT.L,Victrex plc,Basic Materials,Specialty Chemicals,1.00,720.00 - 782.00,730.54 - 794.00,10.54 - 74.00,721.00,338.94,244491,4,0.641
@_,VEIL.L,Vietnam Enterprise Ord,Financial Services,Asset Management,7.00,613.00 - 613.00,657.00 - 657.00,44.00 - 44.00,657.00,352.00,284276,4,UNKNOWN
*_,VEL.L,Velocity Composites plc,Industrials,Aerospace & Defense,0.75,26.00 - 29.00,27.70 - 29.50,1.70 - 3.50,26.50,580.30,66632,3,1.174
*_,VIC.L,Victorian Plumbing Group plc,Consumer Cyclical,Home Improvement Retail,0.50,75.46 - 77.50,76.60 - 79.20,1.14 - 3.74,72.43,335.84,466893,4,0.886
@_,VID.L,Videndum Plc,Technology,Consumer Electronics,0.11,82.12 - 87.00,86.48 - 94.40,4.36 - 12.28,94.40,1755.61,129822,3,0.638
@_,VINO.L,Virgin Wines UK PLC,Consumer Defensive,Beverages Wineries & Distilleries,0.50,60.50 - 63.85,61.96 - 64.84,1.46 - 4.34,64.70,710.94,45779,2,1.209
@_,VIP.L,Value and Indexed Property Income Ord,Financial Services,Asset Management,3.00,199.00 - 199.00,201.50 - 201.50,2.50 - 2.50,201.50,62.50,32854,2,UNKNOWN
@_,VLE.L,Volvere plc,Consumer Defensive,Packaged Foods,0.00,2315.00 - 2315.00,2350.00 - 2400.00,35.00 - 85.00,2350.00,416.00,636,1,0.483
*_,VLG.L,Venture Life Group plc,Consumer Defensive,Household & Personal Products,0.00,58.20 - 60.21,60.00 - 62.53,1.80 - 4.33,59.00,512.32,406709,4,0.257
@_,VLX.L,Volex plc,Industrials,Electrical Equipment & Parts,1.67,274.75 - 370.83,375.93 - 379.93,101.18 - 105.18,368.50,2100.59,649367,5,0.909
@_,VNET.L,Vianet Group plc,Industrials,Specialty Business Services,0.00,93.00 - 93.00,94.40 - 94.40,1.40 - 1.40,94.00,74.20,12741,2,0.788
@_,VNH.L,VietNam Holding Ord,Financial Services,Asset Management,7.00,340.00 - 340.00,358.50 - 358.50,18.50 - 18.50,358.50,259.00,UNKNOWN,0,UNKNOWN
@_,VOD.L,Vodafone Group Public Limited Company,Communication Services,Telecom Services,2.00,78.48 - 80.30,81.16 - 81.72,2.68 - 3.24,80.50,257.44,67180181,9,0.429
@_,VOF.L,VinaCapital Vietnam Opp Fund Ord,Financial Services,Asset Management,3.00,426.00 - 433.50,436.50 - 446.00,10.50 - 20.00,446.00,253.00,UNKNOWN,0,UNKNOWN
*_,VP.L,Vp plc,Industrials,Rental & Leasing Services,0.33,603.80 - 605.40,618.00 - 638.00,14.20 - 34.20,598.00,480.80,10381,2,0.554
@_,VRCI.L,Verici Dx plc,Healthcare,Diagnostics & Research,0.00,1.00 - 1.01,1.12 - 1.25,0.12 - 0.25,1.12,4835.12,177791,3,1.461
@_,VSL.L,VPC Specialty Lending Investments Ord,UNKNOWN,UNKNOWN,2.00,14.20 - 14.20,14.48 - 14.75,0.28 - 0.55,14.75,292.16,538656,5,UNKNOWN
*_,VSVS.L,Vesuvius plc,Basic Materials,Steel,1.50,388.20 - 388.95,394.60 - 400.80,6.40 - 12.60,388.70,219.00,299820,4,1.048
*_,VTU.L,Vertu Motors plc,Consumer Cyclical,Auto & Truck Dealerships,0.00,61.19 - 62.70,62.10 - 63.50,0.91 - 2.31,61.04,375.51,479034,4,0.707
*_,VTY.L,Vistry Group PLC,Consumer Cyclical,Residential Construction,1.33,610.60 - 617.95,625.44 - 637.40,14.84 - 26.80,607.20,400.72,906494,5,2.015
*_,W7L.L,Warpaint London PLC,Consumer Defensive,Household & Personal Products,0.67,425.00 - 428.00,429.80 - 435.00,4.80 - 10.00,427.50,234.30,96296,3,0.085
