I,Ticker,Name,Sector,Industry,Avg Hold Period(days),BUY Range,SELL Range,Price Movement,last Price,Total Profit,Avg Volume,Volume Indicator,Beta Risk,Num of Trades
@_,S247.L,Smarttech247 Group plc,Technology,Software Infrastructure,0.00,7.50 - 8.50,8.00 - 8.98,0.50 - 1.48,8.50,2365.26,87510,3,0.018,8
*_,S32.L,South32 Limited,Basic Materials,Other Industrial Metals & Mining,0.00,138.60 - 147.86,141.20 - 149.40,2.60 - 10.80,138.00,249.42,244784,4,0.704,3
*_,SAA.L,M&C Saatchi plc,Communication Services,Advertising Agencies,0.50,171.18 - 175.00,175.23 - 180.00,4.05 - 8.82,172.00,830.90,67523,3,0.511,6
@_,SAAS.L,Microlise Group plc,Technology,Software Application,1.00,120.00 - 122.50,123.33 - 130.00,3.33 - 10.00,127.50,923.53,22992,2,0.214,6
*_,SAE.L,AMPEAK ENERGY LIMITED,Utilities,Utilities Renewable,0.13,2.60 - 2.87,2.68 - 3.00,0.08 - 0.40,2.75,2738.91,3752897,6,1.314,15
@_,SAFE.L,Safestore Holdings Plc,Real Estate,REIT Industrial,2.00,641.00 - 643.75,650.50 - 658.50,9.50 - 17.50,650.00,169.75,403950,4,0.836,2
*_,SAG.L,Science Group plc,Industrials,Consulting Services,0.33,551.00 - 565.00,560.00 - 571.50,9.00 - 20.50,553.00,209.50,37572,2,0.371,3
@_,SAGA.L,Saga plc,Financial Services,Insurance Diversified,0.16,185.00 - 218.55,187.30 - 222.50,2.30 - 37.50,223.50,1456.98,292257,4,2.428,19
@_,SAIN.L,Scottish American Ord,Financial Services,Asset Management,3.50,508.00 - 509.61,515.00 - 516.00,7.00 - 8.00,516.89,120.51,234142,4,UNKNOWN,2
@_,SAL.L,SpaceandPeople plc,Communication Services,Advertising Agencies,0.00,145.00 - 146.25,150.00 - 154.00,5.00 - 9.00,150.00,1020.00,2737,1,0.334,5
*_,SALT.L,MicroSalt plc,Consumer Defensive,Packaged Foods,0.50,50.00 - 55.50,51.70 - 56.60,1.70 - 6.60,52.50,1763.80,44709,2,UNKNOWN,8
*_,SAR.L,Sareum Holdings plc,Healthcare,Biotechnology,0.07,18.75 - 27.20,19.70 - 28.00,0.95 - 9.25,22.00,5698.18,703246,5,-1.767,29
@_,SAV.L,Savannah Resources Plc,Basic Materials,Other Industrial Metals & Mining,0.13,3.40 - 4.15,3.60 - 4.30,0.20 - 0.90,4.30,4841.22,2389335,6,0.537,23
*_,SBAR.L,Sundae Bar Plc,Technology,Software Application,0.21,8.03 - 9.50,8.20 - 9.88,0.17 - 1.85,8.12,2034.75,313417,4,UNKNOWN,14
@_,SBDS.L,Silver Bullet Data Services Group PLC,Communication Services,Advertising Agencies,0.50,25.25 - 25.50,26.50 - 26.90,1.25 - 1.65,26.50,521.90,2739,1,-0.191,2
*_,SBRE.L,Sabre Insurance Group plc,Financial Services,Insurance Brokers,0.00,149.40 - 150.42,151.00 - 154.40,1.60 - 5.00,146.06,276.54,376397,4,0.247,3
@_,SBRY.L,J Sainsbury plc,Consumer Defensive,Grocery Stores,2.33,296.80 - 302.60,300.20 - 305.90,3.40 - 9.10,305.00,200.00,3135648,6,0.954,3
@_,SBTX.L,SkinBioTherapeutics plc,Healthcare,Biotechnology,0.20,13.98 - 14.32,14.15 - 14.75,0.17 - 0.77,14.50,594.85,815659,5,0.701,5
*_,SCE.L,Surface Transforms Plc,Consumer Cyclical,Auto Parts,0.00,1.25 - 1.78,1.37 - 1.84,0.12 - 0.59,1.50,4789.92,11109435,8,0.071,23
@_,SCF.L,Schroder Income Growth Ord,Financial Services,Asset Management,0.80,312.48 - 320.00,315.62 - 324.20,3.14 - 11.72,324.36,278.84,85994,3,UNKNOWN,5
@_,SCGL.L,Sealand Capital Galaxy Limited,Communication Services,Internet Content & Information,0.06,0.35 - 0.35,0.36 - 0.41,0.01 - 0.06,0.42,5848.19,5384338,7,-0.143,17
*_,SCLP.L,Scancell Holdings plc,Healthcare,Biotechnology,0.10,9.93 - 10.83,10.40 - 10.94,0.47 - 1.01,10.25,1374.09,263578,4,-0.065,10
@_,SCP.L,Schroder UK Mid Cap Ord,Financial Services,Asset Management,1.00,684.00 - 688.98,696.10 - 698.00,12.10 - 14.00,697.00,387.24,36390,2,UNKNOWN,5
@_,SCT.L,Softcat plc,Technology,Electronics & Computer Distribution,3.00,1555.00 - 1558.02,1576.00 - 1578.00,21.00 - 23.00,1577.00,122.94,245140,4,0.738,2
*_,SDG.L,Sanderson Design Group plc,Consumer Cyclical,Furnishings  Fixtures & Appliances,0.00,48.40 - 54.90,49.18 - 55.50,0.78 - 7.10,52.50,3299.11,234424,4,0.843,19
@_,SDI.L,SDI Group plc,Technology,Scientific & Technical Instruments,0.23,87.00 - 91.32,87.92 - 93.00,0.92 - 6.00,91.50,1052.47,140820,3,1.257,13
@_,SDP.L,Schroder AsiaPacific Ord,Financial Services,Asset Management,3.50,608.00 - 608.00,615.70 - 616.00,7.70 - 8.00,614.53,125.60,170553,3,UNKNOWN,2
@_,SDR.L,Schroders plc,Financial Services,Asset Management,0.33,390.80 - 393.40,396.40 - 398.60,5.60 - 7.80,395.80,184.80,1275701,6,1.17,3
*_,SDY.L,Speedy Hire Plc,Industrials,Rental & Leasing Services,0.21,29.80 - 30.60,30.20 - 31.85,0.40 - 2.05,29.80,2124.62,836622,5,1.089,14
*_,SEA.L,Seascape Energy Asia plc,Energy,Oil & Gas E&P,0.11,68.00 - 72.00,69.73 - 74.00,1.73 - 6.00,70.00,2048.19,220216,4,-0.932,19
*_,SEC.L,Strategic Equity Capital Ord,Financial Services,Asset Management,1.33,374.00 - 384.00,384.50 - 388.00,10.50 - 14.00,377.00,240.50,63741,3,UNKNOWN,3
*_,SEE.L,Seeing Machines Limited,Technology,Software Infrastructure,0.08,2.70 - 3.03,2.77 - 3.40,0.07 - 0.70,3.00,4197.67,5213350,7,0.439,25
*_,SEED.L,Seed Innovations Ord,Financial Services,Asset Management,0.33,2.38 - 2.68,2.48 - 2.77,0.11 - 0.39,2.50,2877.63,1647151,6,UNKNOWN,12
@_,SEIT.L,SDCL Efficiency Income Trust plc.,Financial Services,Asset Management,0.57,57.11 - 57.90,58.30 - 59.00,1.19 - 1.89,58.50,669.20,1370595,6,UNKNOWN,7
*_,SEPL.L,Seplat Energy Plc,Energy,Oil & Gas E&P,0.33,253.10 - 255.00,257.00 - 258.50,3.90 - 5.40,239.99,209.00,126718,3,-0.046,3
@_,SEQI.L,Sequoia Economic Infrastructure Inc Ord,Financial Services,Asset Management,1.00,78.94 - 79.30,80.20 - 80.30,1.26 - 1.36,79.90,142.38,2418202,6,UNKNOWN,2
*_,SERE.L,Schroder European Real Estate Investment Trust Plc,UNKNOWN,UNKNOWN,0.06,66.12 - 67.60,67.80 - 69.40,1.68 - 3.28,67.40,3292.65,94029,3,UNKNOWN,31
@_,SFOR.L,S4 Capital plc,Communication Services,Advertising Agencies,0.25,21.25 - 22.84,21.77 - 23.32,0.52 - 2.07,23.50,1208.68,4118700,6,0.806,12
*_,SFR.L,Severfield plc,Industrials,Engineering & Construction,0.25,31.32 - 32.88,32.89 - 34.50,1.57 - 3.18,31.80,2845.97,516156,5,0.869,20
*_,SFT.L,Software Circle plc,Industrials,Specialty Business Services,0.83,27.00 - 28.65,27.40 - 29.00,0.40 - 2.00,27.00,459.69,94792,3,-0.287,6
@_,SGE.L,The Sage Group plc,Technology,Software Application,3.00,1091.50 - 1097.00,1105.00 - 1112.00,13.50 - 20.50,1100.50,114.00,1908539,6,0.38,2
@_,SGRO.L,SEGRO Plc,Real Estate,REIT Industrial,1.00,628.00 - 635.04,635.40 - 643.20,7.40 - 15.20,646.20,241.92,1896466,6,0.818,4
*_,SHC.L,Shaftesbury Capital PLC,Real Estate,REIT Retail,0.00,152.60 - 152.60,154.80 - 154.80,2.20 - 2.20,149.40,70.40,3633780,6,1.155,1
@_,SHEL.L,Shell plc,Energy,Oil & Gas Integrated,2.00,2617.50 - 2617.50,2679.29 - 2679.29,61.79 - 61.79,2696.50,61.79,7059984,7,0.312,1
@_,SHI.L,SIG plc,Industrials,Industrial Distribution,0.57,10.50 - 11.66,11.60 - 12.00,1.10 - 1.50,11.04,1339.51,958804,5,1.273,7
@_,SHOE.L,Shoe Zone plc,Consumer Cyclical,Apparel Retail,0.21,64.70 - 73.00,73.25 - 75.20,8.55 - 10.50,80.00,4190.22,51738,3,1.128,14
*_,SHRS.L,Shires Income Plc,UNKNOWN,UNKNOWN,0.44,273.00 - 279.72,277.00 - 285.00,4.00 - 12.00,278.00,710.96,54118,3,UNKNOWN,9
@_,SJG.L,Schroder Japan Trust Ord,Financial Services,Asset Management,2.67,276.84 - 279.69,279.76 - 285.15,2.92 - 8.31,285.56,199.38,108261,3,UNKNOWN,3
@_,SKA.L,Shuka Minerals Plc,Basic Materials,Other Industrial Metals & Mining,0.00,2.56 - 2.70,2.75 - 2.83,0.19 - 0.28,2.75,983.91,88020,3,0.822,3
@_,SKL.L,Skillcast Group plc,Technology,Software Application,1.75,56.50 - 57.00,57.55 - 57.90,1.05 - 1.40,57.00,399.50,20051,2,0.352,4
*_,SLP.L,Sylvania Platinum Limited,Basic Materials,Other Precious Metals & Mining,0.21,74.00 - 76.35,76.60 - 78.00,2.60 - 4.00,73.77,1950.88,591884,5,0.468,19
@_,SMIF.L,TwentyFour Select Monthly Income Ord,Financial Services,Asset Management,4.00,87.36 - 87.36,88.40 - 88.40,1.04 - 1.04,87.40,59.28,967465,5,UNKNOWN,1
@_,SMIN.L,Smiths Group plc,Industrials,Specialty Industrial Machinery,4.00,2336.00 - 2350.00,2372.00 - 2376.00,36.00 - 40.00,2374.00,124.00,1503494,6,0.596,2
*_,SML.L,Strategic Minerals Plc,Basic Materials,Other Industrial Metals & Mining,0.50,0.30 - 0.31,0.32 - 0.33,0.02 - 0.03,0.28,1498.77,9286630,7,0.455,4
@_,SMT.L,Scottish Mortgage Investment Trust PLC,UNKNOWN,UNKNOWN,3.50,1073.06 - 1074.00,1087.56 - 1093.50,14.50 - 20.44,1095.14,136.00,1783979,6,UNKNOWN,2
*_,SMWH.L,WH Smith PLC,Consumer Cyclical,Specialty Retail,0.00,1063.00 - 1096.40,1089.00 - 1116.00,26.00 - 53.00,711.50,322.40,1723644,6,1.5,4
@_,SN.L,Smith & Nephew plc,Healthcare,Medical Devices,2.33,1348.50 - 1369.00,1371.50 - 1389.00,23.00 - 40.50,1386.50,187.35,3240789,6,0.618,3
@_,SNR.L,Senior plc,Industrials,Aerospace & Defense,1.75,197.40 - 199.20,201.00 - 205.00,3.60 - 7.60,201.50,383.50,997174,5,1.228,4
@_,SNT.L,Sabien Technology Group Plc,Industrials,Specialty Industrial Machinery,1.25,6.31 - 6.75,6.88 - 7.00,0.57 - 0.69,6.75,835.08,32254,2,0.496,4
@_,SNWS.L,Smiths News plc,Communication Services,Publishing,0.17,54.60 - 57.96,55.40 - 59.60,0.80 - 5.00,58.49,2420.91,476058,4,0.372,18
*_,SNX.L,Synectics plc,Industrials,Security & Protection Services,0.50,298.00 - 306.45,302.00 - 310.00,4.00 - 12.00,300.00,295.04,29222,2,0.607,4
@_,SOHO.L,Social Housing REIT plc,UNKNOWN,UNKNOWN,0.50,66.80 - 67.57,68.48 - 68.90,1.68 - 2.10,67.90,625.85,546190,5,UNKNOWN,6
@_,SOI.L,Schroder Oriental Income Fund Limited,UNKNOWN,UNKNOWN,8.00,303.24 - 303.24,307.00 - 307.00,3.76 - 3.76,306.63,60.16,243459,4,UNKNOWN,1
*_,SOLG.L,SolGold Plc,Basic Materials,Other Industrial Metals & Mining,0.10,13.36 - 14.68,13.90 - 15.05,0.54 - 1.69,14.16,1564.29,12138457,8,1.149,10
*_,SOLI.L,Solid State plc,Technology,Electronic Components,0.36,155.00 - 156.75,157.00 - 159.75,2.00 - 4.75,156.50,852.00,39248,2,0.76,11
@_,SOM.L,Somero Enterprises  Inc.,Industrials,Farm & Heavy Construction Machinery,0.27,219.80 - 227.00,222.50 - 230.00,2.70 - 10.20,228.80,1534.94,51383,3,0.641,15
*_,SORT.L,Sorted Group Holdings Plc,Technology,Software Application,0.27,18.00 - 45.75,21.25 - 49.00,3.25 - 31.00,32.10,12211.81,156795,3,0.075,22
@_,SOS.L,Sosandar Plc,Consumer Cyclical,Internet Retail,0.00,5.00 - 5.28,5.12 - 6.00,0.12 - 1.00,5.50,5476.93,1112336,6,1.54,15
@_,SOU.L,Sound Energy plc,Energy,Oil & Gas E&P,0.13,0.65 - 0.72,0.71 - 0.77,0.06 - 0.12,0.75,4347.63,2023462,6,1.215,15
@_,SOUC.L,Southern Energy Corp.,Energy,Oil & Gas E&P,1.00,2.53 - 3.00,3.14 - 3.30,0.62 - 0.77,2.90,2257.64,20092,2,0.753,3
*_,SPA.L,1Spatial Plc,Technology,Software Application,0.00,47.02 - 48.10,47.79 - 48.76,0.77 - 1.74,46.50,229.69,160109,3,0.051,3
*_,SPEC.L,INSPECS Group plc,Healthcare,Medical Instruments & Supplies,0.00,46.00 - 46.50,47.80 - 50.00,1.80 - 4.00,44.00,1551.40,65098,3,2.187,7
@_,SPI.L,Spire Healthcare Group plc,Healthcare,Medical Care Facilities,1.40,216.00 - 225.95,223.00 - 228.50,7.00 - 12.50,228.50,440.18,1033644,6,0.699,5
*_,SPR.L,Springfield Properties Plc,Consumer Cyclical,Residential Construction,0.67,99.89 - 101.10,101.00 - 102.50,1.11 - 2.61,101.00,406.64,67625,3,1.14,6
*_,SPSY.L,Spectra Systems Corporation,Technology,Software Application,1.00,202.00 - 206.50,206.00 - 212.00,4.00 - 10.00,206.00,550.08,46005,2,-0.058,5
@_,SPT.L,Spirent Communications plc,Technology,Software Infrastructure,2.00,193.80 - 195.40,196.20 - 197.40,2.40 - 3.60,196.60,110.00,1959297,6,0.497,2
@_,SQZ.L,Serica Energy plc,Energy,Oil & Gas E&P,0.71,166.80 - 172.20,168.60 - 176.20,1.80 - 9.40,174.01,524.03,1314707,6,0.002,7
@_,SRAD.L,Stelrad Group PLC,Industrials,Building Products & Equipment,0.60,162.00 - 165.20,167.00 - 170.25,5.00 - 8.25,168.00,843.60,19616,2,0.318,5
*_,SRB.L,Serabi Gold plc,Basic Materials,Gold,0.00,200.09 - 202.25,203.75 - 204.95,3.66 - 4.86,193.96,403.68,250539,4,0.575,6
*_,SRC.L,SigmaRoc plc,Basic Materials,Building Materials,0.00,123.20 - 124.00,124.60 - 126.00,1.40 - 2.80,120.00,136.00,3765027,6,1.197,2
@_,SRE.L,Sirius Real Estate Limited,Real Estate,Real Estate Services,0.00,100.00 - 101.80,101.50 - 103.00,1.50 - 3.00,102.38,231.23,4904817,6,1.172,3
@_,SREI.L,Schroder Real Estate Invest Ord,Real Estate,REIT Diversified,2.00,50.95 - 51.34,52.00 - 52.60,1.05 - 1.65,51.90,329.88,950170,5,UNKNOWN,3
*_,SRP.L,Serco Group plc,Industrials,Specialty Business Services,0.80,223.20 - 229.60,225.80 - 232.00,2.60 - 8.80,228.60,324.20,2150409,6,0.229,5
*_,SRT.L,SRT Marine Systems plc,Technology,Scientific & Technical Instruments,0.00,83.00 - 85.00,84.60 - 88.00,1.60 - 5.00,83.50,1485.68,184009,3,0.664,14
@_,SSE.L,SSE plc,Utilities,Utilities Diversified,1.00,1760.50 - 1780.00,1788.00 - 1806.50,27.50 - 46.00,1794.50,167.00,2594824,6,0.588,3
*_,SSIT.L,Seraphim Space Investment Trust Ord,Financial Services,Asset Management,0.17,83.00 - 84.12,84.00 - 85.00,1.00 - 2.00,79.00,399.32,487418,4,UNKNOWN,6
@_,SSON.L,Smithson Investment Trust Ord,Financial Services,Asset Management,8.00,1484.04 - 1484.04,1502.00 - 1502.00,17.96 - 17.96,1500.00,53.88,330445,4,UNKNOWN,1
@_,SSPG.L,SSP Group plc,Consumer Cyclical,Restaurants,0.00,160.60 - 162.00,164.90 - 165.50,4.30 - 4.90,163.10,238.90,1708937,6,1.762,2
@_,SST.L,Scottish Oriental Smaller Cos Ord,Financial Services,Asset Management,0.67,294.00 - 298.03,297.24 - 302.00,3.24 - 8.00,299.43,649.36,132458,3,UNKNOWN,9
@_,SSTY.L,Safestay plc,Consumer Cyclical,Lodging,4.00,22.50 - 22.50,24.10 - 24.10,1.60 - 1.60,23.50,355.20,6644,1,0.7,1
@_,STAF.L,Staffline Group PLC,Industrials,Staffing & Employment Services,1.17,44.00 - 46.00,45.00 - 47.80,1.00 - 3.80,46.00,830.08,85519,3,1.12,6
@_,STAN.L,Standard Chartered PLC,Financial Services,Banks Diversified,2.50,1340.00 - 1355.00,1359.71 - 1411.00,19.71 - 71.00,1415.50,227.13,5700355,7,0.684,2
*_,STAR.L,Star Energy Group Plc,Energy,Oil & Gas E&P,0.00,6.05 - 6.35,6.16 - 6.64,0.11 - 0.59,6.25,2609.62,87375,3,-0.527,11
*_,STB.L,Secure Trust Bank PLC,Financial Services,Banks Regional,0.00,1105.87 - 1227.80,1125.00 - 1246.73,19.13 - 140.85,1180.00,900.00,74446,3,0.882,9
@_,STCM.L,Steppe Cement Ltd.,Basic Materials,Building Materials,0.80,17.00 - 18.00,17.75 - 19.00,0.75 - 2.00,18.00,1386.95,63617,3,0.705,5
@_,STEM.L,SThree plc,Industrials,Staffing & Employment Services,0.83,201.50 - 202.50,204.00 - 206.50,2.50 - 5.00,205.00,456.00,359923,4,0.731,6
@_,STG.L,Strip Tinning Holdings plc,Consumer Cyclical,Auto Parts,0.00,21.00 - 21.00,23.00 - 23.00,2.00 - 2.00,23.00,476.00,2264,1,0.712,1
@_,STJ.L,St. James's Place plc,Financial Services,Asset Management,0.25,1286.00 - 1291.50,1308.00 - 1309.50,22.00 - 23.50,1305.50,234.00,2351849,6,1.068,4
@_,STS.L,STS Global Income & Growth Trust Ord,Financial Services,Asset Management,0.86,245.30 - 250.22,248.00 - 253.00,2.70 - 7.70,250.50,402.22,138294,3,UNKNOWN,7
*_,STVG.L,STV Group plc,Communication Services,Broadcasting,0.21,123.50 - 127.25,127.00 - 130.00,3.50 - 6.50,125.50,1649.01,116993,3,0.005,14
*_,STX.L,Shield Therapeutics plc,Healthcare,Drug Manufacturers Specialty & Generic,0.05,4.80 - 8.16,5.00 - 8.30,0.20 - 3.50,8.09,7461.80,6481448,7,1.235,60
@_,SUN.L,Surgical Innovations Group plc,Healthcare,Medical Devices,0.00,0.66 - 0.67,0.69 - 0.70,0.03 - 0.04,0.70,1054.68,500601,5,0.291,5
*_,SUP.L,Supreme Plc,Industrials,Conglomerates,0.25,177.03 - 185.98,180.72 - 190.00,3.69 - 12.97,182.50,336.09,118837,3,1.105,4
*_,SUPR.L,Supermarket Income REIT Ord,Real Estate,REIT Retail,0.00,80.60 - 80.60,82.00 - 82.00,1.40 - 1.40,79.20,86.80,2918302,6,0.468,1
*_,SUS.L,S&U plc,Financial Services,Credit Services,0.67,1900.00 - 1905.00,1930.00 - 1940.81,30.00 - 40.81,1871.51,201.62,23053,2,0.484,3
*_,SVML.L,Sovereign Metals Limited,Basic Materials,Other Industrial Metals & Mining,0.18,35.75 - 38.34,36.63 - 39.00,0.88 - 3.25,36.50,1526.23,111610,3,0.579,11
*_,SVNS.L,Solvonis Therapeutics plc,Industrials,Specialty Industrial Machinery,0.00,0.35 - 0.36,0.36 - 0.37,0.01 - 0.02,0.30,1416.62,76360736,9,1.609,9
*_,SVS.L,Savills plc,Real Estate,Real Estate Services,0.67,904.00 - 965.00,918.00 - 978.00,14.00 - 74.00,951.00,434.25,351166,4,1.172,6
@_,SVT.L,Severn Trent PLC,Utilities,Utilities Regulated Water,7.00,2582.00 - 2582.00,2639.37 - 2639.37,57.37 - 57.37,2627.94,57.37,464500,4,0.343,1
@_,SWEF.L,Starwood European Real Estate Finance,Financial Services,Asset Management,1.33,85.50 - 87.80,87.64 - 89.00,2.14 - 3.50,87.25,292.78,120055,3,UNKNOWN,3
*_,SWG.L,Shearwater Group plc,Technology,Software Infrastructure,0.00,61.00 - 63.00,63.00 - 66.00,2.00 - 5.00,61.50,638.00,23084,2,0.693,4
@_,SWR.L,Smurfit Westrock Plc,Consumer Cyclical,Packaging & Containers,1.00,3129.00 - 3266.00,3179.00 - 3341.00,50.00 - 212.00,3348.00,322.00,237825,4,1.029,5
*_,SYM.L,Symphony Environmental Technologies plc,Consumer Cyclical,Packaging & Containers,0.00,10.50 - 11.40,11.48 - 11.98,0.98 - 1.48,10.75,2235.27,121163,3,0.536,7
@_,SYNC.L,Syncona Ord,UNKNOWN,UNKNOWN,0.23,95.00 - 95.74,96.28 - 97.80,1.28 - 2.80,95.90,1168.44,706363,5,UNKNOWN,13
*_,SYNT.L,Synthomer plc,Basic Materials,Specialty Chemicals,0.00,63.00 - 68.97,66.10 - 70.40,3.10 - 7.40,65.40,820.56,827978,5,1.956,7
@_,SYS.L,SysGroup plc,Technology,Software Infrastructure,0.00,17.00 - 17.00,17.50 - 17.60,0.50 - 0.60,17.50,470.40,53303,3,0.402,3
*_,SYS1.L,System1 Group PLC,Communication Services,Advertising Agencies,0.67,430.10 - 441.60,447.50 - 452.50,17.40 - 22.40,435.00,495.77,9542,1,1.261,3
*_,TAM.L,Tatton Asset Management plc,Financial Services,Asset Management,1.33,734.00 - 746.00,744.00 - 758.00,10.00 - 24.00,720.00,225.00,101943,3,0.698,3
@_,TAST.L,Tasty plc,Consumer Cyclical,Restaurants,0.00,0.55 - 0.58,0.59 - 0.60,0.04 - 0.05,0.60,1236.52,1321051,6,1.281,5
@_,TATE.L,Tate & Lyle plc,Consumer Defensive,Packaged Foods,1.50,527.00 - 533.61,534.50 - 549.50,7.50 - 22.50,550.50,210.51,640752,5,0.423,2
@_,TAVI.L,Tavistock Investments Plc,Financial Services,Capital Markets,0.28,4.00 - 5.32,4.50 - 5.68,0.50 - 1.68,5.72,6755.82,2661374,6,-0.588,18
*_,TBCG.L,TBC Bank Group PLC,Financial Services,Banks Regional,0.00,4680.00 - 4702.48,4735.00 - 4825.00,55.00 - 145.00,4605.00,177.52,180312,3,0.778,2
@_,TBLD.L,tinyBuild  Inc.,Communication Services,Electronic Gaming & Multimedia,0.38,6.15 - 6.25,6.47 - 6.50,0.32 - 0.35,6.25,1671.16,187448,3,-0.657,8
@_,TCAP.L,TP ICAP Group PLC,Financial Services,Capital Markets,1.33,276.00 - 283.00,279.50 - 288.00,3.50 - 12.00,287.00,247.00,1957268,6,0.634,3
*_,TEAM.L,TEAM plc,Financial Services,Asset Management,0.00,36.00 - 37.80,38.50 - 40.00,2.50 - 4.00,36.00,635.40,3988,1,0.776,2
@_,TEK.L,Tekcapital plc,Financial Services,Asset Management,0.33,6.44 - 7.50,6.70 - 7.90,0.26 - 1.46,7.75,4209.73,595683,5,0.964,15
@_,TEM.L,Templeton Emerging Mkts Invmt Tr TEMIT,Financial Services,Asset Management,2.00,198.86 - 199.38,201.50 - 201.50,2.64 - 2.64,200.94,119.00,2176818,6,UNKNOWN,2
@_,TENG.L,Ten Lifestyle Group Plc,Consumer Cyclical,Travel Services,0.00,56.53 - 57.50,58.00 - 59.50,1.47 - 2.97,58.00,781.61,27448,2,0.886,6
@_,TEP.L,Telecom Plus Plc,Utilities,Utilities Diversified,1.00,1858.00 - 1876.00,1884.72 - 1902.00,26.72 - 44.00,1888.00,241.44,92837,3,0.537,4
@_,TERN.L,Tern Plc,Financial Services,Asset Management,0.00,0.69 - 0.75,0.85 - 0.85,0.16 - 0.16,0.75,1831.08,4653069,6,-0.036,2
@_,TET.L,Treatt plc,Basic Materials,Specialty Chemicals,0.38,210.00 - 222.00,213.50 - 224.36,3.50 - 14.36,226.50,712.49,166344,3,0.744,8
@_,TFIF.L,TwentyFour Income Ord,Financial Services,Asset Management,1.50,111.58 - 111.63,112.80 - 112.80,1.22 - 1.22,112.00,105.16,1221327,6,UNKNOWN,2
*_,TFW.L,FW Thorpe Plc,Industrials,Electrical Equipment & Parts,0.15,277.50 - 312.50,285.00 - 320.00,7.50 - 42.50,299.00,1739.60,47542,2,0.378,13
@_,TGA.L,Thungela Resources Limited,Energy,Thermal Coal,0.50,369.00 - 395.50,374.50 - 401.00,5.50 - 32.00,403.00,720.16,252862,4,-0.941,8
*_,TGP.L,Tekmar Group plc,Industrials,Engineering & Construction,0.00,5.50 - 5.50,5.62 - 6.50,0.12 - 1.00,5.50,2316.95,87809,3,2.216,6
@_,THG.L,THG Plc,Consumer Cyclical,Internet Retail,1.00,29.16 - 29.16,31.27 - 31.27,2.11 - 2.11,31.32,360.81,3142581,6,2.215,1
@_,THR.L,Thor Energy Plc,Basic Materials,Other Industrial Metals & Mining,0.38,0.45 - 0.50,0.52 - 0.55,0.07 - 0.10,0.50,4336.22,465738,4,-0.487,8
@_,THRG.L,BlackRock Throgmorton Trust Ord,Financial Services,Asset Management,1.50,589.68 - 593.64,599.00 - 605.00,9.32 - 15.32,604.00,165.44,202044,4,UNKNOWN,2
@_,THRL.L,Target Healthcare REIT Ord,Real Estate,REIT Healthcare Facilities,0.00,96.07 - 96.40,97.35 - 97.50,1.28 - 1.43,97.10,122.66,993584,5,UNKNOWN,2
*_,THRU.L,Thruvision Group plc,Industrials,Security & Protection Services,0.05,1.40 - 1.74,1.48 - 1.85,0.08 - 0.45,1.60,5410.89,2743534,6,0.073,20
@_,THS.L,Tharisa plc,Basic Materials,Other Precious Metals & Mining,0.22,86.00 - 90.01,87.50 - 91.00,1.50 - 5.00,90.00,792.67,204084,4,0.911,9
*_,THX.L,Thor Explorations Ltd.,Basic Materials,Gold,0.23,47.25 - 50.20,48.00 - 51.00,0.75 - 3.75,49.48,1747.15,1057474,6,1.135,22
@_,TIA.L,Tialis Essential IT PLC,Technology,Information Technology Services,0.00,60.00 - 60.00,62.50 - 62.50,2.50 - 2.50,62.50,415.00,2743,1,0.013,2
@_,TIDE.L,Crimson Tide plc,Technology,Software Application,0.00,60.60 - 60.60,65.00 - 65.00,4.40 - 4.40,65.00,360.80,1784,1,0.236,1
*_,TIG.L,Team Internet Group plc,Communication Services,Internet Content & Information,0.00,58.51 - 58.83,59.58 - 61.70,1.07 - 3.19,56.10,332.03,141352,3,0.738,2
@_,TIME.L,Time Finance plc,Financial Services,Credit Services,0.25,52.00 - 54.40,53.50 - 55.80,1.50 - 3.80,55.00,1522.37,295896,4,1.26,12
*_,TKO.L,Taseko Mines Limited,Basic Materials,Copper,0.00,230.20 - 237.20,240.00 - 240.00,9.80 - 9.80,229.00,264.60,6176,1,1.699,2
@_,TLW.L,Tullow Oil plc,Energy,Oil & Gas E&P,0.00,9.77 - 11.38,10.14 - 11.68,0.37 - 1.91,11.40,1487.94,8808458,7,0.8,14
*_,TMG.L,The Mission Group plc,Communication Services,Advertising Agencies,0.00,21.00 - 23.04,21.50 - 24.00,0.50 - 3.00,22.00,851.57,61106,3,1.563,5
@_,TMI.L,Taylor Maritime Limited,Industrials,Marine Shipping,0.00,0.80 - 0.80,0.81 - 0.81,0.01 - 0.01,0.81,62.49,380909,4,0.448,1
*_,TMIP.L,Taylor Maritime Limited,Industrials,Marine Shipping,0.11,59.00 - 60.10,59.98 - 61.00,0.98 - 2.00,59.10,1811.56,536853,5,0.448,19
@_,TMO.L,Time Out Group plc,Consumer Cyclical,Restaurants,0.50,14.70 - 14.75,15.00 - 15.01,0.30 - 0.31,14.75,189.90,37839,2,0.401,2
@_,TMPL.L,Temple Bar Ord,Financial Services,Asset Management,1.25,341.12 - 343.50,345.60 - 347.35,4.48 - 6.23,349.00,222.88,911975,5,UNKNOWN,4
*_,TMT.L,TMT Investments PLC,Financial Services,Asset Management,0.50,3.10 - 3.35,3.16 - 3.50,0.06 - 0.40,3.29,1669.32,35692,2,1.367,8
