I,Ticker,Name,Sector,Industry,Avg Hold Period(days),BUY Range,SELL Range,Price Movement,last Price,Total Profit,Avg Volume,Volume Indicator,Beta Risk,Num of Trades
*_,CMPX,Compass Therapeutics  Inc.,Healthcare,Biotechnology,0.00,3.03 - 3.12,3.23 - 3.28,0.21 - 0.25,3.03,589.00,2088740,6,1.296,2
@_,FBIZ,First Business Financial Services  Inc.,Financial Services,Banks Regional,1.00,49.03 - 49.29,50.14 - 51.91,1.11 - 2.88,52.06,376.73,36000,2,0.703,2
@_,SB,Safe Bulkers  Inc.,Industrials,Marine Shipping,3.00,4.17 - 4.28,4.33 - 4.39,0.16 - 0.22,4.33,320.10,387860,4,1.172,2
*_,MBX,MBX Biosciences  Inc.,Healthcare,Biotechnology,0.20,12.74 - 14.53,13.01 - 14.98,0.27 - 2.24,14.31,2531.80,370430,4,UNKNOWN,20
@_,COFS,ChoiceOne Financial Services  Inc.,Financial Services,Banks Regional,1.00,29.57 - 29.57,31.09 - 31.09,1.52 - 1.52,30.90,256.88,68200,3,0.59,1
*_,KOD,Kodiak Sciences Inc.,Healthcare,Biotechnology,0.16,8.50 - 11.13,8.73 - 11.27,0.23 - 2.77,10.20,2041.63,836220,5,2.415,19
@_,GBLI,Global Indemnity Group  LLC,Financial Services,Insurance Property & Casualty,0.00,28.30 - 29.03,29.44 - 30.00,1.14 - 1.70,29.65,1078.88,5670,1,0.439,7
@_,CARE,Carter Bankshares  Inc.,Financial Services,Banks Regional,1.20,17.96 - 18.90,18.42 - 19.39,0.46 - 1.43,19.46,476.87,90550,3,0.822,5
@_,GCBC,Greene County Bancorp  Inc.,Financial Services,Banks Regional,3.00,23.48 - 23.65,24.00 - 25.09,0.52 - 1.61,24.83,415.17,11050,2,0.506,2
@_,HBCP,Home Bancorp  Inc.,Financial Services,Banks Regional,0.83,52.44 - 55.46,53.10 - 56.06,0.66 - 3.62,56.11,683.86,37000,2,0.615,6
*_,BOC,Boston Omaha Corporation,Industrials,Conglomerates,1.75,12.46 - 13.52,12.74 - 13.70,0.28 - 1.24,12.99,317.39,230590,4,0.971,4
@_,CRMT,America's Car-Mart  Inc.,Consumer Cyclical,Auto & Truck Dealerships,0.43,44.03 - 46.03,44.84 - 46.76,0.81 - 2.73,47.42,556.37,87950,3,1.323,7
@_,UAMY,United States Antimony Corporation,Basic Materials,Other Industrial Metals & Mining,0.16,3.47 - 4.65,3.59 - 4.80,0.12 - 1.33,4.71,2516.98,7108870,7,0.108,19
@_,MYGN,Myriad Genetics  Inc.,Healthcare,Diagnostics & Research,1.00,5.26 - 5.26,6.09 - 6.09,0.82 - 0.82,6.03,788.50,1498620,6,1.896,1
@_,GROY,Gold Royalty Corp.,Basic Materials,Gold,0.50,2.93 - 2.94,3.08 - 3.08,0.14 - 0.15,3.16,493.03,2122110,6,0.959,2
@_,JELD,JELD-WEN Holding  Inc.,Industrials,Building Products & Equipment,0.44,5.70 - 6.18,5.78 - 6.28,0.08 - 0.58,6.24,992.43,1159400,6,1.656,9
@_,PVLA,Palvella Therapeutics  Inc.,Healthcare,Biotechnology,0.30,42.57 - 51.82,43.39 - 53.93,0.82 - 11.36,53.17,2026.14,156840,3,UNKNOWN,10
@_,MITK,Mitek Systems  Inc.,Technology,Software Application,1.00,9.80 - 10.31,10.05 - 10.72,0.25 - 0.92,10.55,644.81,448830,4,1.139,5
@_,RMNI,Rimini Street  Inc.,Technology,Software Application,0.38,4.00 - 4.07,4.10 - 4.16,0.10 - 0.16,4.22,880.04,342170,4,1.35,8
*_,NKTR,Nektar Therapeutics,Healthcare,Biotechnology,0.32,23.68 - 28.49,24.15 - 29.40,0.47 - 5.72,27.00,1678.32,852340,5,0.964,19
@_,FULC,Fulcrum Therapeutics  Inc.,Healthcare,Biotechnology,0.71,6.67 - 6.72,6.78 - 6.88,0.11 - 0.21,6.89,739.17,415510,4,2.467,7
@_,BVS,Bioventus Inc.,Healthcare,Medical Devices,0.62,7.16 - 7.49,7.38 - 7.57,0.21 - 0.41,7.63,678.14,447260,4,0.833,8
@_,HIVE,HIVE Digital Technologies Ltd.,Financial Services,Capital Markets,0.44,2.17 - 2.45,2.22 - 2.53,0.06 - 0.36,2.52,1412.63,14456660,8,5.156,9
@_,TALK,Talkspace  Inc.,Healthcare,Health Information Services,0.33,2.51 - 2.72,2.60 - 2.77,0.08 - 0.26,2.81,998.28,1490620,6,1.061,6
@_,CCSI,Consensus Cloud Solutions  Inc.,Technology,Software Infrastructure,1.00,25.43 - 26.13,26.05 - 26.93,0.62 - 1.50,26.79,735.24,177430,3,1.891,4
@_,BSRR,Sierra Bancorp,Financial Services,Banks Regional,2.00,28.91 - 29.35,29.21 - 31.08,0.30 - 2.17,30.92,418.80,29970,2,0.789,3
@_,CTKB,Cytek Biosciences  Inc.,Healthcare,Medical Devices,0.67,4.00 - 4.06,4.12 - 4.21,0.12 - 0.21,4.15,743.30,915420,5,1.345,6
@_,FFWM,First Foundation Inc.,Financial Services,Banks Regional,0.33,5.36 - 5.66,5.43 - 5.81,0.07 - 0.45,5.84,774.64,580810,5,1.002,6
@_,CMCL,Caledonia Mining Corporation Plc,Basic Materials,Gold,0.38,22.40 - 25.51,22.72 - 25.89,0.32 - 3.49,25.68,1191.26,206430,4,0.215,16
@_,SCM,Stellus Capital Investment Corporation,Financial Services,Asset Management,1.00,14.41 - 14.41,14.73 - 14.73,0.32 - 0.32,14.50,110.72,147770,3,0.877,1
@_,OBE,Obsidian Energy Ltd.,Energy,Oil & Gas E&P,0.60,5.54 - 5.78,5.66 - 6.00,0.12 - 0.46,6.03,636.43,228870,4,1.269,5
@_,ASC,Ardmore Shipping Corporation,Industrials,Marine Shipping,0.43,10.34 - 11.19,10.46 - 11.58,0.12 - 1.24,11.46,754.17,523700,5,0.04,7
@_,TECX,Tectonic Therapeutic  Inc.,Healthcare,Biotechnology,0.33,21.90 - 25.22,22.18 - 25.89,0.28 - 3.99,26.16,1462.13,217100,4,UNKNOWN,15
*_,AQST,Aquestive Therapeutics  Inc.,Healthcare,Drug Manufacturers Specialty & Generic,0.40,3.81 - 4.08,3.94 - 4.24,0.13 - 0.43,3.98,985.62,1908380,6,1.987,5
@_,KFS,Kingsway Financial Services Inc.,Consumer Cyclical,Auto & Truck Dealerships,0.67,13.84 - 14.03,14.16 - 14.25,0.32 - 0.41,14.10,509.32,86850,3,0.226,6
@_,MTRX,Matrix Service Company,Industrials,Engineering & Construction,2.00,14.36 - 14.36,15.59 - 15.59,1.23 - 1.23,15.35,428.04,107540,3,1.118,1
*_,HUMA,Humacyte  Inc.,Healthcare,Biotechnology,0.00,1.72 - 1.91,1.78 - 1.99,0.06 - 0.27,1.58,1300.24,7649450,7,1.902,7
*_,CPS,Cooper-Standard Holdings Inc.,Consumer Cyclical,Auto Parts,0.42,28.18 - 34.40,28.79 - 34.95,0.61 - 6.77,34.18,1615.19,239330,4,2.919,12
@_,RWAY,Runway Growth Finance Corp.,Financial Services,Credit Services,1.00,10.52 - 10.52,10.77 - 10.77,0.24 - 0.24,10.65,118.75,259040,4,0.615,1
@_,ZIP,ZipRecruiter  Inc.,Communication Services,Internet Content & Information,0.25,3.99 - 4.58,4.23 - 4.72,0.24 - 0.73,5.07,1590.25,1747210,6,1.105,12
*_,CRNC,Cerence Inc.,Technology,Software Application,0.00,11.60 - 13.15,11.79 - 13.44,0.20 - 1.84,11.06,1008.39,3634010,6,2.858,9
@_,ETON,Eton Pharmaceuticals  Inc.,Healthcare,Drug Manufacturers Specialty & Generic,1.40,16.73 - 17.46,17.26 - 17.68,0.53 - 0.95,17.30,542.95,324170,4,1.135,5
@_,NWPX,NWPX Infrastructure  Inc.,Basic Materials,Steel,2.33,51.58 - 52.40,53.10 - 53.29,1.52 - 1.71,52.82,328.51,80660,3,0.931,3
@_,DHIL,Diamond Hill Investment Group  Inc.,Financial Services,Asset Management,0.50,142.08 - 143.03,144.25 - 149.25,2.17 - 7.17,148.98,287.43,24340,2,0.749,2
@_,LXRX,Lexicon Pharmaceuticals  Inc.,Healthcare,Biotechnology,0.43,1.10 - 1.17,1.20 - 1.22,0.09 - 0.11,1.20,1477.96,2106230,6,1.177,7
*_,MATV,Mativ Holdings  Inc.,Basic Materials,Specialty Chemicals,0.25,10.73 - 12.60,10.97 - 12.73,0.24 - 2.00,12.48,1340.30,974020,5,0.71,16
@_,FFIC,Flushing Financial Corporation,Financial Services,Banks Regional,2.33,12.76 - 12.77,13.02 - 13.29,0.26 - 0.53,13.41,407.17,226050,4,0.86,3
*_,SGU,Star Group  L.P.,Energy,Oil & Gas Refining & Marketing,0.50,11.60 - 11.65,11.74 - 11.77,0.14 - 0.17,11.55,111.82,51790,3,0.325,2
@_,MLAB,Mesa Laboratories  Inc.,Technology,Scientific & Technical Instruments,0.43,63.54 - 72.20,64.48 - 73.09,0.94 - 9.55,72.95,1642.57,101020,3,0.827,14
@_,CMPS,COMPASS Pathways plc,Healthcare,Medical Care Facilities,1.25,4.07 - 4.30,4.35 - 4.59,0.28 - 0.52,4.59,832.67,1652360,6,2.175,4
@_,NFGC,New Found Gold Corp.,Basic Materials,Gold,0.50,1.51 - 1.57,1.59 - 1.60,0.08 - 0.09,1.62,648.49,423380,4,0.692,6
@_,IBEX,IBEX Limited,Technology,Information Technology Services,1.20,28.54 - 29.60,28.94 - 30.10,0.40 - 1.56,30.22,452.29,79700,3,0.768,5
@_,UROY,Uranium Royalty Corp.,Energy,Uranium,2.00,2.59 - 2.59,2.65 - 2.84,0.07 - 0.25,2.85,1063.40,2394520,6,1.828,3
*_,ISOU,IsoEnergy Ltd.,Energy,Uranium,0.22,6.91 - 7.75,7.03 - 7.90,0.12 - 0.99,7.72,1027.66,82200,3,0.929,9
*_,BZAI,Blaize Holdings  Inc.,Technology,Software Application,0.00,3.38 - 4.00,3.45 - 4.07,0.08 - 0.70,3.59,1211.64,1075200,6,0.29,8
@_,RRBI,Red River Bancshares  Inc.,Financial Services,Banks Regional,2.00,61.25 - 61.25,65.72 - 65.72,4.47 - 4.47,66.36,362.07,8440,1,0.549,1
@_,EBS,Emergent BioSolutions Inc.,Healthcare,Drug Manufacturers Specialty & Generic,0.67,8.65 - 8.93,9.05 - 9.34,0.40 - 0.69,9.24,785.41,1192280,6,1.979,6
*_,ARCT,Arcturus Therapeutics Holdings Inc.,Healthcare,Biotechnology,0.00,15.26 - 19.61,16.59 - 19.88,1.33 - 4.61,18.53,1649.13,1106890,6,2.265,14
@_,GCL,GCL Global Holdings Ltd,Communication Services,Electronic Gaming & Multimedia,0.25,3.15 - 3.65,3.29 - 3.70,0.14 - 0.55,3.65,2183.73,69020,3,UNKNOWN,12
*_,SIFY,Sify Technologies Limited,Communication Services,Telecom Services,0.67,8.20 - 8.73,8.29 - 8.90,0.09 - 0.70,8.55,896.39,125480,3,0.932,9
@_,PTHL,Pheton Holdings Ltd,Healthcare,Medical Devices,0.00,0.52 - 0.52,0.63 - 0.63,0.11 - 0.11,0.60,1057.43,609470,5,UNKNOWN,1
@_,GOSS,Gossamer Bio  Inc.,Healthcare,Biotechnology,0.00,1.86 - 2.19,1.95 - 2.33,0.09 - 0.47,2.35,1701.49,2403620,6,1.964,9
@_,CIVB,Civista Bancshares  Inc.,Financial Services,Banks Regional,1.40,20.28 - 20.71,20.53 - 20.93,0.25 - 0.65,20.89,303.04,79800,3,0.73,5
*_,ATEX,Anterix Inc.,Communication Services,Telecom Services,0.43,20.92 - 22.51,21.47 - 23.13,0.55 - 2.21,22.46,837.94,228030,4,0.887,7
@_,UMAC,Unusual Machines  Inc.,Technology,Computer Hardware,1.67,9.13 - 9.58,9.84 - 10.76,0.71 - 1.63,11.03,1215.53,2671220,6,UNKNOWN,3
@_,AMBC,Ambac Financial Group  Inc.,Financial Services,Insurance Specialty,0.75,7.94 - 8.61,8.08 - 8.75,0.14 - 0.81,8.66,747.49,800310,5,0.919,8
@_,CYRX,Cryoport  Inc.,Industrials,Integrated Freight & Logistics,1.20,8.72 - 8.77,8.97 - 9.02,0.25 - 0.30,8.97,685.54,636630,5,1.881,5
@_,QSI,Quantum-Si incorporated,Healthcare,Medical Devices,0.50,0.99 - 1.06,1.13 - 1.14,0.14 - 0.15,1.14,1083.72,8216800,7,2.892,2
*_,FLWS,1-800-FLOWERS.COM  Inc.,Consumer Cyclical,Specialty Retail,0.00,5.51 - 5.51,5.81 - 5.81,0.30 - 0.30,5.40,272.10,380540,4,1.375,1
@_,EGY,VAALCO Energy  Inc.,Energy,Oil & Gas E&P,0.38,3.67 - 3.86,3.74 - 3.99,0.07 - 0.32,3.97,777.01,1038120,6,0.872,8
@_,NWTN,Robo.ai Inc.,Consumer Cyclical,Auto Manufacturers,0.00,1.06 - 1.11,1.13 - 1.20,0.07 - 0.14,1.12,1560.58,58330,3,1.419,6
@_,SAR,Saratoga Investment Corp.,Financial Services,Asset Management,8.00,25.24 - 25.24,25.63 - 25.63,0.39 - 0.39,25.24,77.22,89410,3,0.709,1
@_,SNDL,SNDL Inc.,Consumer Defensive,Beverages Wineries & Distilleries,0.20,2.07 - 2.23,2.10 - 2.27,0.02 - 0.20,2.24,1273.12,5784930,7,3.57,10
@_,CWBC,Community West Bancshares,Financial Services,Banks Regional,3.50,20.14 - 20.15,20.39 - 21.51,0.25 - 1.38,21.40,399.28,42220,2,0.816,2
@_,ITIC,Investors Title Company,Financial Services,Insurance Specialty,0.33,233.24 - 235.63,239.68 - 246.70,6.44 - 13.46,245.88,466.20,37870,2,0.828,3
@_,LWAY,Lifeway Foods  Inc.,Consumer Defensive,Packaged Foods,0.88,29.25 - 31.49,29.95 - 32.10,0.70 - 2.85,31.74,623.73,83830,3,0.678,8
@_,LE,Lands' End  Inc.,Consumer Cyclical,Apparel Retail,0.50,12.46 - 12.70,13.04 - 13.28,0.58 - 0.82,13.69,853.95,375870,4,2.513,4
*_,ARAI,UNKNOWN,Technology,Software Infrastructure,0.83,5.70 - 6.74,5.92 - 6.83,0.22 - 1.13,5.98,583.04,156900,3,UNKNOWN,6
*_,AIRS,AirSculpt Technologies  Inc.,Healthcare,Medical Care Facilities,0.00,6.67 - 7.19,6.81 - 7.30,0.14 - 0.63,6.52,821.87,940760,5,2.544,7
@_,MTA,Metalla Royalty & Streaming Ltd.,Basic Materials,Other Precious Metals & Mining,2.50,4.13 - 4.20,4.34 - 4.44,0.21 - 0.31,4.47,541.70,323750,4,1.628,2
@_,NATH,Nathan's Famous  Inc.,Consumer Cyclical,Restaurants,0.57,101.61 - 106.21,103.50 - 110.28,1.89 - 8.67,109.11,692.45,32900,2,0.37,7
@_,AIP,Arteris  Inc.,Technology,Semiconductors,2.00,8.77 - 8.77,10.15 - 10.15,1.38 - 1.38,9.98,786.60,715030,5,1.447,1
@_,ZH,Zhihu Inc.,Communication Services,Internet Content & Information,3.00,4.13 - 4.13,5.33 - 5.33,1.20 - 1.20,4.79,1452.00,476530,4,0.21,1
@_,LAND,Gladstone Land Corporation,Real Estate,REIT Specialty,0.57,8.85 - 9.08,8.98 - 9.19,0.13 - 0.34,9.13,454.31,388190,4,1.113,7
@_,MSBI,Midland States Bancorp  Inc.,Financial Services,Banks Regional,2.67,17.47 - 17.97,18.15 - 18.34,0.68 - 0.87,18.48,370.02,136560,3,0.742,3
*_,INVZ,Innoviz Technologies Ltd.,Consumer Cyclical,Auto Parts,0.00,1.53 - 1.72,1.62 - 1.80,0.10 - 0.28,1.64,1372.57,8762320,7,1.177,4
*_,CDRO,Codere Online Luxembourg  S.A.,Consumer Cyclical,Gambling,0.35,8.08 - 8.63,8.17 - 8.75,0.09 - 0.67,8.61,1879.60,21130,2,0.504,17
@_,CYH,Community Health Systems  Inc.,Healthcare,Medical Care Facilities,0.00,2.63 - 2.69,2.72 - 2.77,0.09 - 0.13,2.75,785.77,1865490,6,1.867,7
@_,BMRC,Bank of Marin Bancorp,Financial Services,Banks Regional,1.20,22.80 - 23.82,23.19 - 24.35,0.39 - 1.55,24.25,710.94,93600,3,0.87,5
@_,DCTH,Delcath Systems  Inc.,Healthcare,Medical Devices,0.38,10.35 - 10.86,10.56 - 11.16,0.21 - 0.81,11.12,920.74,630430,5,0.819,8
@_,WENN,Wen Acquisition Corp,Financial Services,Shell Companies,0.00,10.09 - 10.09,10.23 - 10.23,0.14 - 0.14,10.13,69.30,188760,3,UNKNOWN,1
@_,CAN,Canaan Inc.,Technology,Computer Hardware,2.00,0.64 - 0.64,0.75 - 0.75,0.11 - 0.11,0.75,855.47,39927370,8,3.253,1
@_,KRNY,Kearny Financial Corp.,Financial Services,Banks Regional,2.00,5.99 - 6.06,6.16 - 6.47,0.17 - 0.48,6.49,483.20,381620,4,0.712,2
@_,SD,SandRidge Energy  Inc.,Energy,Oil & Gas E&P,1.67,10.66 - 10.81,11.05 - 11.41,0.39 - 0.75,11.79,580.49,373480,4,0.916,3
@_,LZM,Lifezone Metals Limited,Basic Materials,Other Industrial Metals & Mining,1.00,4.35 - 4.45,4.53 - 4.67,0.18 - 0.32,4.68,828.80,78310,3,0.566,4
*_,GAMB,Gambling.com Group Limited,Consumer Cyclical,Gambling,0.00,8.67 - 10.32,8.78 - 10.44,0.11 - 1.77,8.55,397.59,1340400,6,0.915,6
*_,CARL,Carlsmed  Inc.,Healthcare,Health Information Services,0.00,13.14 - 13.72,13.34 - 13.97,0.20 - 0.83,13.06,594.64,103440,3,UNKNOWN,6
*_,BTM,Bitcoin Depot Inc.,Financial Services,Capital Markets,0.00,4.33 - 4.57,4.52 - 4.66,0.18 - 0.33,3.81,465.55,1181840,6,0.864,3
@_,GAU,Galiano Gold Inc.,Basic Materials,Gold,0.38,1.56 - 2.07,1.87 - 2.10,0.31 - 0.54,2.12,2141.24,3112560,6,0.617,8
@_,PBPB,Potbelly Corporation,Consumer Cyclical,Restaurants,1.00,12.36 - 12.40,12.55 - 12.88,0.19 - 0.52,12.72,347.29,198340,3,1.551,3
*_,DIN,Dine Brands Global  Inc.,Consumer Cyclical,Restaurants,0.42,20.74 - 22.82,21.03 - 23.06,0.30 - 2.32,22.38,767.70,591690,5,1.178,12
@_,DFDV,DeFi Development Corp.,Technology,Software Infrastructure,0.12,15.50 - 19.64,16.42 - 19.95,0.92 - 4.45,20.29,1835.15,3916030,6,-7.229,8
@_,VBNK,VersaBank,Financial Services,Banks Regional,0.43,10.26 - 10.93,10.58 - 11.06,0.32 - 0.80,10.93,651.52,116210,3,1.164,7
*_,HUSA,Houston American Energy Corp.,Energy,Oil & Gas E&P,0.40,9.59 - 9.86,9.72 - 9.99,0.13 - 0.40,8.94,417.07,113090,3,UNKNOWN,5
*_,API,Agora  Inc.,Technology,Software Application,1.00,3.64 - 3.65,3.70 - 3.95,0.06 - 0.31,3.54,589.07,617610,5,0.62,3
@_,CTMX,CytomX Therapeutics  Inc.,Healthcare,Biotechnology,1.00,1.90 - 2.01,2.04 - 2.13,0.14 - 0.23,2.12,1969.60,6123530,7,2.133,6
@_,FRBA,First Bank,Financial Services,Banks Regional,1.25,15.58 - 15.93,16.00 - 16.63,0.42 - 1.05,16.60,492.71,45960,2,0.763,4
*_,NAMM,Namib Minerals,Basic Materials,Gold,0.00,2.80 - 3.12,2.85 - 3.18,0.05 - 0.38,2.80,1327.30,150170,3,-0.137,14
*_,AZ,A2Z Cust2Mate Solutions Corp.,Technology,Software Application,0.00,9.60 - 9.65,9.70 - 9.88,0.10 - 0.27,9.31,306.36,171950,3,2.049,3
@_,ONDS,Ondas Holdings Inc.,Technology,Communication Equipment,0.31,3.55 - 4.36,3.68 - 4.47,0.13 - 0.93,4.50,2423.43,51685990,9,1.971,16
@_,MVIS,MicroVision  Inc.,Technology,Scientific & Technical Instruments,1.00,1.04 - 1.04,1.11 - 1.11,0.07 - 0.07,1.09,336.49,4289860,6,1.422,1
*_,FTK,Flotek Industries  Inc.,Energy,Oil & Gas Equipment & Services,0.00,12.39 - 12.67,12.80 - 12.86,0.41 - 0.47,11.90,315.36,533580,5,1.322,3
@_,VALU,Value Line  Inc.,Financial Services,Financial Data & Stock Exchanges,1.00,36.41 - 36.41,38.31 - 38.31,1.90 - 1.90,37.65,260.30,5090,1,1.109,1
@_,CAEP,Cantor Equity Partners III  Inc.,Financial Services,Shell Companies,0.67,10.35 - 10.37,10.48 - 10.53,0.13 - 0.18,10.48,217.03,91460,3,UNKNOWN,3
*_,MSB,Mesabi Trust,Basic Materials,Steel,0.45,31.05 - 32.23,32.25 - 33.10,1.20 - 2.05,31.87,1097.43,66580,3,0.588,11
*_,CEP,Cantor Equity Partners  Inc. Class A Ordinary Shares,Financial Services,Shell Companies,0.00,26.80 - 29.11,27.10 - 29.73,0.30 - 2.93,25.50,554.34,351970,4,UNKNOWN,7
@_,SFST,Southern First Bancshares  Inc.,Financial Services,Banks Regional,0.60,41.68 - 44.33,42.20 - 45.00,0.52 - 3.32,44.97,515.98,25270,2,0.837,5
@_,NMRA,Neumora Therapeutics  Inc.,Healthcare,Biotechnology,0.00,1.51 - 1.52,1.59 - 1.70,0.08 - 0.19,1.62,1118.26,485810,4,UNKNOWN,3
@_,ALLT,Allot Ltd.,Technology,Software Infrastructure,0.50,7.21 - 7.66,7.37 - 7.97,0.16 - 0.76,7.81,1128.29,689720,5,1.333,8
*_,ATXS,Astria Therapeutics  Inc.,Healthcare,Biotechnology,0.57,6.61 - 6.80,6.86 - 7.13,0.25 - 0.52,6.80,830.02,309170,4,0.477,7
@_,ANGO,AngioDynamics  Inc.,Healthcare,Medical Instruments & Supplies,1.00,8.85 - 9.07,8.95 - 9.54,0.10 - 0.69,9.47,697.63,357830,4,0.668,5
@_,RHLD,Resolute Holdings Management  Inc.,Industrials,Specialty Business Services,0.88,58.07 - 61.25,58.86 - 62.01,0.79 - 3.94,62.30,762.11,72490,3,UNKNOWN,8
@_,PDYN,Palladyne AI Corp.,Technology,Software Infrastructure,0.83,7.22 - 7.66,7.44 - 7.86,0.22 - 0.64,7.68,918.33,1545720,6,3.758,6
@_,FVR,UNKNOWN,Real Estate,REIT Diversified,0.33,12.02 - 13.33,12.27 - 13.76,0.25 - 1.74,13.78,1244.29,220420,4,UNKNOWN,9
*_,SATL,Satellogic Inc.,Industrials,Aerospace & Defense,0.00,3.41 - 3.60,3.69 - 3.80,0.28 - 0.38,3.51,1202.40,1855240,6,1.437,5
@_,RTAC,Renatus Tactical Acquisition Corp I,Financial Services,Shell Companies,3.00,10.66 - 10.66,10.94 - 10.94,0.28 - 0.28,10.85,131.32,396840,4,UNKNOWN,1
@_,MOV,Movado Group  Inc.,Consumer Cyclical,Luxury Goods,0.38,15.87 - 16.59,16.11 - 17.35,0.24 - 1.48,17.36,831.44,140360,3,1.276,8
@_,CRVS,Corvus Pharmaceuticals  Inc.,Healthcare,Biotechnology,0.50,4.52 - 5.30,5.04 - 5.65,0.52 - 1.13,5.55,1466.03,515270,5,0.408,4
@_,ZEUS,Olympic Steel  Inc.,Basic Materials,Steel,0.00,31.86 - 32.74,32.58 - 33.47,0.72 - 1.61,33.63,565.18,48030,2,1.723,4
@_,LND,BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,Consumer Defensive,Farm Products,2.50,3.68 - 3.70,3.75 - 3.85,0.07 - 0.17,3.85,298.41,38970,2,0.288,2
*_,RIGL,Rigel Pharmaceuticals  Inc.,Healthcare,Biotechnology,0.21,35.49 - 42.90,36.12 - 43.40,0.63 - 7.91,41.50,1468.57,983290,5,1.21,19
@_,ILPT,Industrial Logistics Properties Trust,Real Estate,REIT Industrial,0.50,5.76 - 5.88,5.93 - 5.98,0.16 - 0.22,6.13,798.10,479410,4,2.348,8
@_,SWBI,Smith & Wesson Brands  Inc.,Industrials,Aerospace & Defense,1.00,7.87 - 7.87,8.23 - 8.23,0.35 - 0.35,8.23,228.60,583250,5,0.833,1
@_,TMCI,Treace Medical Concepts  Inc.,Healthcare,Medical Devices,0.55,6.34 - 7.35,6.59 - 7.69,0.25 - 1.35,7.71,1433.91,464740,4,0.682,11
@_,ESEA,Euroseas Ltd.,Industrials,Marine Shipping,0.17,53.93 - 63.99,54.93 - 65.07,1.00 - 11.14,64.46,1736.49,67110,3,0.963,18
*_,SEAT,Vivid Seats Inc.,Communication Services,Internet Content & Information,0.00,17.13 - 17.78,18.04 - 18.42,0.91 - 1.29,17.01,853.11,141590,3,0.975,4
*_,ACTG,Acacia Research Corporation,Industrials,Business Equipment & Supplies,0.00,3.33 - 3.38,3.42 - 3.47,0.09 - 0.14,3.34,417.40,235750,4,0.611,4
*_,SPOK,Spok Holdings  Inc.,Healthcare,Health Information Services,1.00,18.38 - 18.39,18.57 - 18.64,0.19 - 0.26,17.91,119.43,188760,3,0.534,2
@_,ADCT,ADC Therapeutics SA,Healthcare,Biotechnology,0.50,2.97 - 3.10,3.13 - 3.20,0.16 - 0.23,3.19,942.47,817020,5,1.929,4
@_,VPG,Vishay Precision Group  Inc.,Technology,Scientific & Technical Instruments,1.00,26.86 - 27.79,27.26 - 28.55,0.40 - 1.69,28.62,688.80,102530,3,0.872,7
@_,SPMC,Sound Point Meridian Capital  Inc.,Financial Services,Asset Management,3.00,17.76 - 17.76,17.95 - 17.95,0.19 - 0.19,17.82,53.39,23850,2,UNKNOWN,1
@_,BWMX,Betterware de México  S.A.P.I. de C.V.,Consumer Cyclical,Specialty Retail,0.14,12.87 - 13.37,13.04 - 13.60,0.17 - 0.73,13.43,648.49,53170,3,1.129,7
@_,OBT,Orange County Bancorp  Inc.,Financial Services,Banks Regional,0.50,24.11 - 25.13,24.46 - 26.29,0.35 - 2.18,26.46,558.67,31230,2,0.512,4
@_,PRTA,Prothena Corporation plc,Healthcare,Biotechnology,0.20,7.71 - 8.48,7.86 - 8.80,0.15 - 1.09,8.77,1452.47,1010810,6,-0.033,15
@_,HDSN,Hudson Technologies  Inc.,Basic Materials,Specialty Chemicals,1.00,9.39 - 9.39,9.75 - 9.75,0.36 - 0.36,9.73,191.52,402250,4,0.955,1
@_,DVS,Dolly Varden Silver Corporation,Basic Materials,Silver,2.00,3.28 - 3.28,3.57 - 3.57,0.29 - 0.29,3.47,441.96,310030,4,1.495,1
@_,BBCP,Concrete Pumping Holdings  Inc.,Industrials,Engineering & Construction,0.83,6.84 - 7.13,6.93 - 7.22,0.09 - 0.38,7.25,626.55,85490,3,1.063,6
@_,CLCO,Cool Company Ltd.,Energy,Oil & Gas Midstream,0.56,7.29 - 7.92,7.51 - 8.10,0.22 - 0.81,7.96,898.09,60030,3,-0.748,9
*_,ATGL,Alpha Technology Group Limited,Technology,Software Infrastructure,0.20,18.20 - 30.49,27.76 - 36.68,9.56 - 18.48,25.75,6014.59,18760,2,UNKNOWN,5
*_,ANNA,AleAnna  Inc.,Energy,Oil & Gas E&P,0.67,4.09 - 4.28,4.45 - 4.64,0.36 - 0.56,4.21,1214.49,6730,1,0.025,3
@_,TCI,Transcontinental Realty Investors  Inc.,Real Estate,Real Estate Services,1.33,43.10 - 47.00,46.23 - 47.93,3.13 - 4.83,47.55,836.51,2250,1,0.524,3
@_,OIS,Oil States International  Inc.,Energy,Oil & Gas Equipment & Services,4.00,4.91 - 5.08,5.20 - 5.47,0.28 - 0.56,5.46,687.60,570040,5,1.868,2
@_,FMAO,Farmers & Merchants Bancorp  Inc.,Financial Services,Banks Regional,0.00,24.44 - 26.40,25.20 - 26.98,0.76 - 2.54,26.94,705.66,26610,2,0.881,5
@_,CLDT,Chatham Lodging Trust,Real Estate,REIT Hotel & Motel,1.40,7.16 - 7.59,7.26 - 7.67,0.11 - 0.51,7.66,531.57,210950,4,1.503,5
@_,ACCO,ACCO Brands Corporation,Industrials,Business Equipment & Supplies,0.17,3.81 - 3.86,3.92 - 3.96,0.11 - 0.15,4.01,689.32,570500,5,1.36,6
